TODO: Also check REG_ANCHORINDEX vs. anchor	IMPLEMENTATION	0.9047771807315601	IMPLEMENTATION	0.0952228192684399	WITHOUT_CLASSIFICATION
can't happen	WITHOUT_CLASSIFICATION	0.9999838353474451	WITHOUT_CLASSIFICATION	1.6164652554959917E-5	IMPLEMENTATION
{{{ getElement() method	WITHOUT_CLASSIFICATION	0.9998831926494867	WITHOUT_CLASSIFICATION	1.168073505133804E-4	IMPLEMENTATION
{{{ endElement() method	WITHOUT_CLASSIFICATION	0.9998832141427039	WITHOUT_CLASSIFICATION	1.1678585729615612E-4	IMPLEMENTATION
{{{ startDocument() method	WITHOUT_CLASSIFICATION	0.9998831926494867	WITHOUT_CLASSIFICATION	1.168073505133804E-4	IMPLEMENTATION
{{{ getCachedServices() method	WITHOUT_CLASSIFICATION	0.9998831926494867	WITHOUT_CLASSIFICATION	1.168073505133804E-4	IMPLEMENTATION
{{{ isLeaf() method	WITHOUT_CLASSIFICATION	0.9998413959544424	WITHOUT_CLASSIFICATION	1.586040455574604E-4	IMPLEMENTATION
}}}	WITHOUT_CLASSIFICATION	0.9999698998610058	WITHOUT_CLASSIFICATION	3.0100138994145163E-5	IMPLEMENTATION
}}}	WITHOUT_CLASSIFICATION	0.9999698998610058	WITHOUT_CLASSIFICATION	3.0100138994145163E-5	IMPLEMENTATION
}}}	WITHOUT_CLASSIFICATION	0.9999698998610058	WITHOUT_CLASSIFICATION	3.0100138994145163E-5	IMPLEMENTATION
{{{ Private members	WITHOUT_CLASSIFICATION	0.9999633487586582	WITHOUT_CLASSIFICATION	3.665124134180589E-5	IMPLEMENTATION
{{{ Instance variables	WITHOUT_CLASSIFICATION	0.9999718225373581	WITHOUT_CLASSIFICATION	2.8177462641932036E-5	IMPLEMENTATION
}}}	WITHOUT_CLASSIFICATION	0.9999698998610058	WITHOUT_CLASSIFICATION	3.0100138994145163E-5	IMPLEMENTATION
}}}	WITHOUT_CLASSIFICATION	0.9999698998610058	WITHOUT_CLASSIFICATION	3.0100138994145163E-5	IMPLEMENTATION
}}}	WITHOUT_CLASSIFICATION	0.9999698998610058	WITHOUT_CLASSIFICATION	3.0100138994145163E-5	IMPLEMENTATION
}}}	WITHOUT_CLASSIFICATION	0.9999698998610058	WITHOUT_CLASSIFICATION	3.0100138994145163E-5	IMPLEMENTATION
}}}	WITHOUT_CLASSIFICATION	0.9999698998610058	WITHOUT_CLASSIFICATION	3.0100138994145163E-5	IMPLEMENTATION
{{{ pushElement() method	WITHOUT_CLASSIFICATION	0.9998831926494867	WITHOUT_CLASSIFICATION	1.168073505133804E-4	IMPLEMENTATION
{{{ peekElement() method	WITHOUT_CLASSIFICATION	0.9998831926494867	WITHOUT_CLASSIFICATION	1.168073505133804E-4	IMPLEMENTATION
{{{ popElement() method	WITHOUT_CLASSIFICATION	0.9998831926494867	WITHOUT_CLASSIFICATION	1.168073505133804E-4	IMPLEMENTATION
}}}	WITHOUT_CLASSIFICATION	0.9999698998610058	WITHOUT_CLASSIFICATION	3.0100138994145163E-5	IMPLEMENTATION
}}}	WITHOUT_CLASSIFICATION	0.9999698998610058	WITHOUT_CLASSIFICATION	3.0100138994145163E-5	IMPLEMENTATION
}}}	WITHOUT_CLASSIFICATION	0.9999698998610058	WITHOUT_CLASSIFICATION	3.0100138994145163E-5	IMPLEMENTATION
{{{ getName() method	WITHOUT_CLASSIFICATION	0.9998413959544424	WITHOUT_CLASSIFICATION	1.586040455574604E-4	IMPLEMENTATION
{{{ getLabel() method	WITHOUT_CLASSIFICATION	0.9998831926494867	WITHOUT_CLASSIFICATION	1.168073505133804E-4	IMPLEMENTATION
{{{ OptionGroup constructor	WITHOUT_CLASSIFICATION	0.9999196979969044	WITHOUT_CLASSIFICATION	8.030200309560852E-5	IMPLEMENTATION
{{{ OptionGroup constructor	WITHOUT_CLASSIFICATION	0.9999196979969044	WITHOUT_CLASSIFICATION	8.030200309560852E-5	IMPLEMENTATION
{{{ addOptionGroup() method	WITHOUT_CLASSIFICATION	0.9998831926494867	WITHOUT_CLASSIFICATION	1.168073505133804E-4	IMPLEMENTATION
}}}	WITHOUT_CLASSIFICATION	0.9999698998610058	WITHOUT_CLASSIFICATION	3.0100138994145163E-5	IMPLEMENTATION
}}}	WITHOUT_CLASSIFICATION	0.9999698998610058	WITHOUT_CLASSIFICATION	3.0100138994145163E-5	IMPLEMENTATION
}}}	WITHOUT_CLASSIFICATION	0.9999698998610058	WITHOUT_CLASSIFICATION	3.0100138994145163E-5	IMPLEMENTATION
{{{ Private members	WITHOUT_CLASSIFICATION	0.9999633487586582	WITHOUT_CLASSIFICATION	3.665124134180589E-5	IMPLEMENTATION
{{{ addOptionPane() method	WITHOUT_CLASSIFICATION	0.9998831926494867	WITHOUT_CLASSIFICATION	1.168073505133804E-4	IMPLEMENTATION
{{{ addOptionPane() method	WITHOUT_CLASSIFICATION	0.9998831926494867	WITHOUT_CLASSIFICATION	1.168073505133804E-4	IMPLEMENTATION
{{{ getMembers() method	WITHOUT_CLASSIFICATION	0.9998831926494867	WITHOUT_CLASSIFICATION	1.168073505133804E-4	IMPLEMENTATION
{{{ getMember() method	WITHOUT_CLASSIFICATION	0.9998831926494867	WITHOUT_CLASSIFICATION	1.168073505133804E-4	IMPLEMENTATION
{{{ getMemberIndex() method	WITHOUT_CLASSIFICATION	0.9998831926494867	WITHOUT_CLASSIFICATION	1.168073505133804E-4	IMPLEMENTATION
{{{ getMemberCount() method	WITHOUT_CLASSIFICATION	0.9998831926494867	WITHOUT_CLASSIFICATION	1.168073505133804E-4	IMPLEMENTATION
{{{ setSort() method	WITHOUT_CLASSIFICATION	0.9998413959544424	WITHOUT_CLASSIFICATION	1.586040455574604E-4	IMPLEMENTATION
{{{ insertionSort() method	WITHOUT_CLASSIFICATION	0.9998831926494867	WITHOUT_CLASSIFICATION	1.168073505133804E-4	IMPLEMENTATION
{{{ Private members	WITHOUT_CLASSIFICATION	0.9999633487586582	WITHOUT_CLASSIFICATION	3.665124134180589E-5	IMPLEMENTATION
{{{ invoke() method	WITHOUT_CLASSIFICATION	0.9998414197888641	WITHOUT_CLASSIFICATION	1.5858021113591278E-4	IMPLEMENTATION
{{{ getName() method	WITHOUT_CLASSIFICATION	0.9998413959544424	WITHOUT_CLASSIFICATION	1.586040455574604E-4	IMPLEMENTATION
{{{ getLabel() method	WITHOUT_CLASSIFICATION	0.9998831926494867	WITHOUT_CLASSIFICATION	1.168073505133804E-4	IMPLEMENTATION
{{{ removeFromBus() method	WITHOUT_CLASSIFICATION	0.9998831926494867	WITHOUT_CLASSIFICATION	1.168073505133804E-4	IMPLEMENTATION
{{{ addToBus() method	WITHOUT_CLASSIFICATION	0.9998831926494867	WITHOUT_CLASSIFICATION	1.168073505133804E-4	IMPLEMENTATION
{{{ getComponents() method	WITHOUT_CLASSIFICATION	0.9998831926494867	WITHOUT_CLASSIFICATION	1.168073505133804E-4	IMPLEMENTATION
{{{ send() method	WITHOUT_CLASSIFICATION	0.9998414596076325	WITHOUT_CLASSIFICATION	1.5854039236746034E-4	IMPLEMENTATION
can't create new instances	WITHOUT_CLASSIFICATION	0.9998961481002486	WITHOUT_CLASSIFICATION	1.0385189975140404E-4	IMPLEMENTATION
{{{ EditAction constructor	WITHOUT_CLASSIFICATION	0.9999196979969044	WITHOUT_CLASSIFICATION	8.030200309560852E-5	IMPLEMENTATION
{{{ getMouseOverText() method	WITHOUT_CLASSIFICATION	0.9998831926494867	WITHOUT_CLASSIFICATION	1.168073505133804E-4	IMPLEMENTATION
}}}	WITHOUT_CLASSIFICATION	0.9999698998610058	WITHOUT_CLASSIFICATION	3.0100138994145163E-5	IMPLEMENTATION
}}}	WITHOUT_CLASSIFICATION	0.9999698998610058	WITHOUT_CLASSIFICATION	3.0100138994145163E-5	IMPLEMENTATION
}}}	WITHOUT_CLASSIFICATION	0.9999698998610058	WITHOUT_CLASSIFICATION	3.0100138994145163E-5	IMPLEMENTATION
{{{ getView() method	WITHOUT_CLASSIFICATION	0.9998413959544424	WITHOUT_CLASSIFICATION	1.586040455574604E-4	IMPLEMENTATION
{{{ isToggle() method	WITHOUT_CLASSIFICATION	0.9998831926494867	WITHOUT_CLASSIFICATION	1.168073505133804E-4	IMPLEMENTATION
{{{ isSelected() method	WITHOUT_CLASSIFICATION	0.9998832077016333	WITHOUT_CLASSIFICATION	1.1679229836673082E-4	IMPLEMENTATION
}}}	WITHOUT_CLASSIFICATION	0.9999698998610058	WITHOUT_CLASSIFICATION	3.0100138994145163E-5	IMPLEMENTATION
}}}	WITHOUT_CLASSIFICATION	0.9999698998610058	WITHOUT_CLASSIFICATION	3.0100138994145163E-5	IMPLEMENTATION
}}}	WITHOUT_CLASSIFICATION	0.9999698998610058	WITHOUT_CLASSIFICATION	3.0100138994145163E-5	IMPLEMENTATION
{{{ getCode() method	WITHOUT_CLASSIFICATION	0.9998413959544424	WITHOUT_CLASSIFICATION	1.586040455574604E-4	IMPLEMENTATION
{{{ noRepeat() method	WITHOUT_CLASSIFICATION	0.9998831926494867	WITHOUT_CLASSIFICATION	1.168073505133804E-4	IMPLEMENTATION
{{{ noRecord() method	WITHOUT_CLASSIFICATION	0.9998831926494867	WITHOUT_CLASSIFICATION	1.168073505133804E-4	IMPLEMENTATION
{{{ noRememberLast() method	WITHOUT_CLASSIFICATION	0.9998831926494867	WITHOUT_CLASSIFICATION	1.168073505133804E-4	IMPLEMENTATION
}}}	WITHOUT_CLASSIFICATION	0.9999698998610058	WITHOUT_CLASSIFICATION	3.0100138994145163E-5	IMPLEMENTATION
}}}	WITHOUT_CLASSIFICATION	0.9999698998610058	WITHOUT_CLASSIFICATION	3.0100138994145163E-5	IMPLEMENTATION
}}}	WITHOUT_CLASSIFICATION	0.9999698998610058	WITHOUT_CLASSIFICATION	3.0100138994145163E-5	IMPLEMENTATION
}}}	WITHOUT_CLASSIFICATION	0.9999698998610058	WITHOUT_CLASSIFICATION	3.0100138994145163E-5	IMPLEMENTATION
{{{ Private members	WITHOUT_CLASSIFICATION	0.9999633487586582	WITHOUT_CLASSIFICATION	3.665124134180589E-5	IMPLEMENTATION
{{{ Wrapper class	WITHOUT_CLASSIFICATION	0.9999886408541757	WITHOUT_CLASSIFICATION	1.1359145824224328E-5	IMPLEMENTATION
{{{ setInterval() method	WITHOUT_CLASSIFICATION	0.9998831926494867	WITHOUT_CLASSIFICATION	1.168073505133804E-4	IMPLEMENTATION
{{{ stop() method	WITHOUT_CLASSIFICATION	0.9998413959544424	WITHOUT_CLASSIFICATION	1.586040455574604E-4	IMPLEMENTATION
{{{ actionPerformed() method	WITHOUT_CLASSIFICATION	0.9998831926494867	WITHOUT_CLASSIFICATION	1.168073505133804E-4	IMPLEMENTATION
might come in handy useful some time	WITHOUT_CLASSIFICATION	0.9999864269810428	WITHOUT_CLASSIFICATION	1.3573018957155309E-5	IMPLEMENTATION
}}}	WITHOUT_CLASSIFICATION	0.9999698998610058	WITHOUT_CLASSIFICATION	3.0100138994145163E-5	IMPLEMENTATION
