TODO: Also check REG_ANCHORINDEX vs. anchor	IMPLEMENTATION	0.9763562227641314	IMPLEMENTATION	0.023643777235868642	WITHOUT_CLASSIFICATION
Parse an element-content model. [42] elements ::= (choice | seq) ('?' | '' | '+')? [44] cps ::= S? %cp S? [45] choice ::= '(' S? %ctokplus (S? '|' S? %ctoks) S? ')' [46] ctokplus ::= cps ('|' cps)+ [47] ctoks ::= cps ('|' cps) [48] seq ::= '(' S? %stoks (S? ',' S? %stoks) S? ')' [49] stoks ::= cps (',' cps) NOTE: the opening '(' and S have already been read. TODO: go over parameter entity boundaries more carefully.	IMPLEMENTATION	0.9998750008344981	WITHOUT_CLASSIFICATION	1.2499916550189798E-4	IMPLEMENTATION
An output stream that compresses into the BZip2 format (without the file header chars) into another stream. TODO: Update to BZip2 1.0.1 @author <a href="mailto:keiron@aftexsw.com">Keiron Liddle</a>	IMPLEMENTATION	0.9871845393416153	WITHOUT_CLASSIFICATION	0.012815460658384688	IMPLEMENTATION
Debug utils are static so that they are reachable by code that doesn'tnecessarily have an interpreter reference (e.g. tracing in utils).In the future we may want to allow debug/trace to be turned on ona per interpreter basis, in which case we'll need to use the parent reference in some way to determine the scope of the command that turns it on or off.	IMPLEMENTATION	0.9961679901856498	WITHOUT_CLASSIFICATION	0.003832009814350268	IMPLEMENTATION
onlyStatic	WITHOUT_CLASSIFICATION	0.9999969811725118	WITHOUT_CLASSIFICATION	3.0188274880800607E-6	IMPLEMENTATION
onlyStatic	WITHOUT_CLASSIFICATION	0.9999969811725118	WITHOUT_CLASSIFICATION	3.0188274880800607E-6	IMPLEMENTATION
}}}	WITHOUT_CLASSIFICATION	0.999976176020908	WITHOUT_CLASSIFICATION	2.3823979091890515E-5	IMPLEMENTATION
Doing instanceof? Next node is a type.	WITHOUT_CLASSIFICATION	0.9998863266472469	WITHOUT_CLASSIFICATION	1.1367335275312975E-4	IMPLEMENTATION
{{{ Inner classes	WITHOUT_CLASSIFICATION	0.9999994094353274	WITHOUT_CLASSIFICATION	5.905646726592024E-7	IMPLEMENTATION
{{{ ParentDirectoryRenderer class	WITHOUT_CLASSIFICATION	0.9999946012728522	WITHOUT_CLASSIFICATION	5.398727147734026E-6	IMPLEMENTATION
{{{ TableMouseHandler class	WITHOUT_CLASSIFICATION	0.9999996251906955	WITHOUT_CLASSIFICATION	3.7480930455246964E-7	IMPLEMENTATION
{{{ mouseClicked() method	WITHOUT_CLASSIFICATION	0.9999998277236695	WITHOUT_CLASSIFICATION	1.722763305804865E-7	IMPLEMENTATION
install man page	WITHOUT_CLASSIFICATION	0.9999994735963703	WITHOUT_CLASSIFICATION	5.264036298077629E-7	IMPLEMENTATION
}}}	WITHOUT_CLASSIFICATION	0.999976176020908	WITHOUT_CLASSIFICATION	2.3823979091890515E-5	IMPLEMENTATION
}}}	WITHOUT_CLASSIFICATION	0.999976176020908	WITHOUT_CLASSIFICATION	2.3823979091890515E-5	IMPLEMENTATION
can't happen	WITHOUT_CLASSIFICATION	0.9999994094784986	WITHOUT_CLASSIFICATION	5.90521501275237E-7	IMPLEMENTATION
set proxy authentication	WITHOUT_CLASSIFICATION	0.9999749383329295	WITHOUT_CLASSIFICATION	2.5061667070537964E-5	IMPLEMENTATION
{{{ autodetect() method	WITHOUT_CLASSIFICATION	0.9997099117433608	WITHOUT_CLASSIFICATION	2.900882566392573E-4	IMPLEMENTATION
file does not begin with UTF-8-Y signature. reset stream, read as UTF-8.	WITHOUT_CLASSIFICATION	0.9999999928468442	WITHOUT_CLASSIFICATION	7.153155802250168E-9	IMPLEMENTATION
Determine whether we are dealing with a one-, two-, three-, or four- byte sequence.	WITHOUT_CLASSIFICATION	0.9999999717848491	WITHOUT_CLASSIFICATION	2.8215150925309737E-8	IMPLEMENTATION
}}}	WITHOUT_CLASSIFICATION	0.999976176020908	WITHOUT_CLASSIFICATION	2.3823979091890515E-5	IMPLEMENTATION
}}}	WITHOUT_CLASSIFICATION	0.999976176020908	WITHOUT_CLASSIFICATION	2.3823979091890515E-5	IMPLEMENTATION
{{{ insideCompoundEdit() method	WITHOUT_CLASSIFICATION	0.9999966594752374	WITHOUT_CLASSIFICATION	3.3405247626033135E-6	IMPLEMENTATION
1-byte sequence: 000000000xxxxxxx = 0xxxxxxx	WITHOUT_CLASSIFICATION	0.9999947497359961	WITHOUT_CLASSIFICATION	5.250264003927917E-6	IMPLEMENTATION
null object ref is not instance of any type	WITHOUT_CLASSIFICATION	0.9999835030783771	WITHOUT_CLASSIFICATION	1.6496921622865083E-5	IMPLEMENTATION
}}}	WITHOUT_CLASSIFICATION	0.999976176020908	WITHOUT_CLASSIFICATION	2.3823979091890515E-5	IMPLEMENTATION
}}}	WITHOUT_CLASSIFICATION	0.999976176020908	WITHOUT_CLASSIFICATION	2.3823979091890515E-5	IMPLEMENTATION
}}}	WITHOUT_CLASSIFICATION	0.999976176020908	WITHOUT_CLASSIFICATION	2.3823979091890515E-5	IMPLEMENTATION
{{{ getName() method	WITHOUT_CLASSIFICATION	0.9999959830017474	WITHOUT_CLASSIFICATION	4.016998252518658E-6	IMPLEMENTATION
{{{ getDocument() method	WITHOUT_CLASSIFICATION	0.9999926270465086	WITHOUT_CLASSIFICATION	7.372953491492231E-6	IMPLEMENTATION
{{{ getParentElement() method	WITHOUT_CLASSIFICATION	0.9999678830389801	WITHOUT_CLASSIFICATION	3.2116961020021024E-5	IMPLEMENTATION
{{{ getAttributes() method	WITHOUT_CLASSIFICATION	0.999994049112249	WITHOUT_CLASSIFICATION	5.950887751015418E-6	IMPLEMENTATION
{{{ ensureCapacity() method	WITHOUT_CLASSIFICATION	0.9999983732082018	WITHOUT_CLASSIFICATION	1.6267917982484531E-6	IMPLEMENTATION
{{{ RootElement constructor	WITHOUT_CLASSIFICATION	0.9999950873360367	WITHOUT_CLASSIFICATION	4.912663963287929E-6	IMPLEMENTATION
}}}	WITHOUT_CLASSIFICATION	0.999976176020908	WITHOUT_CLASSIFICATION	2.3823979091890515E-5	IMPLEMENTATION
}}}	WITHOUT_CLASSIFICATION	0.999976176020908	WITHOUT_CLASSIFICATION	2.3823979091890515E-5	IMPLEMENTATION
}}}	WITHOUT_CLASSIFICATION	0.999976176020908	WITHOUT_CLASSIFICATION	2.3823979091890515E-5	IMPLEMENTATION
{{{ getStartOffset() method	WITHOUT_CLASSIFICATION	0.9999998869361757	WITHOUT_CLASSIFICATION	1.1306382437033128E-7	IMPLEMENTATION
{{{ getEndOffset() method	WITHOUT_CLASSIFICATION	0.9999971974019041	WITHOUT_CLASSIFICATION	2.8025980959703394E-6	IMPLEMENTATION
{{{ getElementIndex() method	WITHOUT_CLASSIFICATION	0.9997882207090755	WITHOUT_CLASSIFICATION	2.1177929092455885E-4	IMPLEMENTATION
No super method, try to invoke regular method could be a superfluous "super." which is legal.	WITHOUT_CLASSIFICATION	0.9999999840289866	WITHOUT_CLASSIFICATION	1.597101337490014E-8	IMPLEMENTATION
Local Variables.	WITHOUT_CLASSIFICATION	0.999999967347988	WITHOUT_CLASSIFICATION	3.2652011975959574E-8	IMPLEMENTATION
}}}	WITHOUT_CLASSIFICATION	0.999976176020908	WITHOUT_CLASSIFICATION	2.3823979091890515E-5	IMPLEMENTATION
}}}	WITHOUT_CLASSIFICATION	0.999976176020908	WITHOUT_CLASSIFICATION	2.3823979091890515E-5	IMPLEMENTATION
}}}	WITHOUT_CLASSIFICATION	0.999976176020908	WITHOUT_CLASSIFICATION	2.3823979091890515E-5	IMPLEMENTATION
}}}	WITHOUT_CLASSIFICATION	0.999976176020908	WITHOUT_CLASSIFICATION	2.3823979091890515E-5	IMPLEMENTATION
}}}	WITHOUT_CLASSIFICATION	0.999976176020908	WITHOUT_CLASSIFICATION	2.3823979091890515E-5	IMPLEMENTATION
}}}	WITHOUT_CLASSIFICATION	0.999976176020908	WITHOUT_CLASSIFICATION	2.3823979091890515E-5	IMPLEMENTATION
}}}	WITHOUT_CLASSIFICATION	0.999976176020908	WITHOUT_CLASSIFICATION	2.3823979091890515E-5	IMPLEMENTATION
}}}	WITHOUT_CLASSIFICATION	0.999976176020908	WITHOUT_CLASSIFICATION	2.3823979091890515E-5	IMPLEMENTATION
{{{ loadClass() method	WITHOUT_CLASSIFICATION	0.9999976327692485	WITHOUT_CLASSIFICATION	2.3672307516068104E-6	IMPLEMENTATION
{{{ getZipFile() method	WITHOUT_CLASSIFICATION	0.9999856437959395	WITHOUT_CLASSIFICATION	1.4356204060410211E-5	IMPLEMENTATION
Defer to whoever loaded us (such as JShell, Echidna, etc)	WITHOUT_CLASSIFICATION	0.9999999961263336	WITHOUT_CLASSIFICATION	3.8736663635354144E-9	IMPLEMENTATION
remember that this class doesn't exist for future reference	WITHOUT_CLASSIFICATION	0.9999980632909201	WITHOUT_CLASSIFICATION	1.936709079832894E-6	IMPLEMENTATION
{{{ getResourceAsStream() method	WITHOUT_CLASSIFICATION	0.9999998702219862	WITHOUT_CLASSIFICATION	1.2977801384886302E-7	IMPLEMENTATION
{{{ getResource() method	WITHOUT_CLASSIFICATION	0.9999995969701763	WITHOUT_CLASSIFICATION	4.030298237064849E-7	IMPLEMENTATION
{{{ getResourceAsPath() method	WITHOUT_CLASSIFICATION	0.9999999357340232	WITHOUT_CLASSIFICATION	6.426597675118457E-8	IMPLEMENTATION
}}}	WITHOUT_CLASSIFICATION	0.999976176020908	WITHOUT_CLASSIFICATION	2.3823979091890515E-5	IMPLEMENTATION
}}}	WITHOUT_CLASSIFICATION	0.999976176020908	WITHOUT_CLASSIFICATION	2.3823979091890515E-5	IMPLEMENTATION
}}}	WITHOUT_CLASSIFICATION	0.999976176020908	WITHOUT_CLASSIFICATION	2.3823979091890515E-5	IMPLEMENTATION
}}}	WITHOUT_CLASSIFICATION	0.999976176020908	WITHOUT_CLASSIFICATION	2.3823979091890515E-5	IMPLEMENTATION
{{{ dump() method	WITHOUT_CLASSIFICATION	0.9999919590804079	WITHOUT_CLASSIFICATION	8.040919592050746E-6	IMPLEMENTATION
}}}	WITHOUT_CLASSIFICATION	0.999976176020908	WITHOUT_CLASSIFICATION	2.3823979091890515E-5	IMPLEMENTATION
}}}	WITHOUT_CLASSIFICATION	0.999976176020908	WITHOUT_CLASSIFICATION	2.3823979091890515E-5	IMPLEMENTATION
{{{ Package-private members	WITHOUT_CLASSIFICATION	0.9999979398477127	WITHOUT_CLASSIFICATION	2.0601522873108188E-6	IMPLEMENTATION
{{{ JARClassLoader constructor	WITHOUT_CLASSIFICATION	0.9999963084449207	WITHOUT_CLASSIFICATION	3.6915550793043277E-6	IMPLEMENTATION
{{{ finalize() method	WITHOUT_CLASSIFICATION	0.9999972410244893	WITHOUT_CLASSIFICATION	2.7589755107364757E-6	IMPLEMENTATION
{{{ activate() method	WITHOUT_CLASSIFICATION	0.9999853331142827	WITHOUT_CLASSIFICATION	1.46668857171994E-5	IMPLEMENTATION
{{{ deactivate() method	WITHOUT_CLASSIFICATION	0.9999952233401062	WITHOUT_CLASSIFICATION	4.776659893853806E-6	IMPLEMENTATION
}}}	WITHOUT_CLASSIFICATION	0.999976176020908	WITHOUT_CLASSIFICATION	2.3823979091890515E-5	IMPLEMENTATION
}}}	WITHOUT_CLASSIFICATION	0.999976176020908	WITHOUT_CLASSIFICATION	2.3823979091890515E-5	IMPLEMENTATION
}}}	WITHOUT_CLASSIFICATION	0.999976176020908	WITHOUT_CLASSIFICATION	2.3823979091890515E-5	IMPLEMENTATION
{{{ Private members	WITHOUT_CLASSIFICATION	0.9999967489794629	WITHOUT_CLASSIFICATION	3.2510205371439246E-6	IMPLEMENTATION
boolean	WITHOUT_CLASSIFICATION	0.9999992479714624	WITHOUT_CLASSIFICATION	7.520285375983913E-7	IMPLEMENTATION
boolean	WITHOUT_CLASSIFICATION	0.9999992479714624	WITHOUT_CLASSIFICATION	7.520285375983913E-7	IMPLEMENTATION
}}}	WITHOUT_CLASSIFICATION	0.999976176020908	WITHOUT_CLASSIFICATION	2.3823979091890515E-5	IMPLEMENTATION
}}}	WITHOUT_CLASSIFICATION	0.999976176020908	WITHOUT_CLASSIFICATION	2.3823979091890515E-5	IMPLEMENTATION
}}}	WITHOUT_CLASSIFICATION	0.999976176020908	WITHOUT_CLASSIFICATION	2.3823979091890515E-5	IMPLEMENTATION
}}}	WITHOUT_CLASSIFICATION	0.999976176020908	WITHOUT_CLASSIFICATION	2.3823979091890515E-5	IMPLEMENTATION
}}}	WITHOUT_CLASSIFICATION	0.999976176020908	WITHOUT_CLASSIFICATION	2.3823979091890515E-5	IMPLEMENTATION
{{{ _loadClass() method	WITHOUT_CLASSIFICATION	0.9999985733833884	WITHOUT_CLASSIFICATION	1.4266166117190819E-6	IMPLEMENTATION
{{{ ServiceListHandler constructor	WITHOUT_CLASSIFICATION	0.9999947174350733	WITHOUT_CLASSIFICATION	5.282564926623366E-6	IMPLEMENTATION
{{{ resolveEntity() method	WITHOUT_CLASSIFICATION	0.99998785430652	WITHOUT_CLASSIFICATION	1.2145693479922761E-5	IMPLEMENTATION
}}}	WITHOUT_CLASSIFICATION	0.999976176020908	WITHOUT_CLASSIFICATION	2.3823979091890515E-5	IMPLEMENTATION
}}}	WITHOUT_CLASSIFICATION	0.999976176020908	WITHOUT_CLASSIFICATION	2.3823979091890515E-5	IMPLEMENTATION
{{{ attribute() method	WITHOUT_CLASSIFICATION	0.9999956000158893	WITHOUT_CLASSIFICATION	4.399984110737525E-6	IMPLEMENTATION
{{{ doctypeDecl() method	WITHOUT_CLASSIFICATION	0.9999924303605638	WITHOUT_CLASSIFICATION	7.569639436126286E-6	IMPLEMENTATION
}}}	WITHOUT_CLASSIFICATION	0.999976176020908	WITHOUT_CLASSIFICATION	2.3823979091890515E-5	IMPLEMENTATION
}}}	WITHOUT_CLASSIFICATION	0.999976176020908	WITHOUT_CLASSIFICATION	2.3823979091890515E-5	IMPLEMENTATION
{{{ getElementCount() method	WITHOUT_CLASSIFICATION	0.9999762523079677	WITHOUT_CLASSIFICATION	2.374769203227803E-5	IMPLEMENTATION
{{{ charData() method	WITHOUT_CLASSIFICATION	0.9999989026807435	WITHOUT_CLASSIFICATION	1.0973192564738847E-6	IMPLEMENTATION
{{{ startElement() method	WITHOUT_CLASSIFICATION	0.999998750457256	WITHOUT_CLASSIFICATION	1.2495427440935047E-6	IMPLEMENTATION
{{{ Private members	WITHOUT_CLASSIFICATION	0.9999967489794629	WITHOUT_CLASSIFICATION	3.2510205371439246E-6	IMPLEMENTATION
can't happen	WITHOUT_CLASSIFICATION	0.9999994094784986	WITHOUT_CLASSIFICATION	5.90521501275237E-7	IMPLEMENTATION
{{{ getElement() method	WITHOUT_CLASSIFICATION	0.9998830604531908	WITHOUT_CLASSIFICATION	1.1693954680935588E-4	IMPLEMENTATION
{{{ endElement() method	WITHOUT_CLASSIFICATION	0.9993054025219846	WITHOUT_CLASSIFICATION	6.945974780153112E-4	IMPLEMENTATION
{{{ startDocument() method	WITHOUT_CLASSIFICATION	0.9999999035942027	WITHOUT_CLASSIFICATION	9.640579728531384E-8	IMPLEMENTATION
{{{ getCachedServices() method	WITHOUT_CLASSIFICATION	0.9999934562923771	WITHOUT_CLASSIFICATION	6.543707622866921E-6	IMPLEMENTATION
{{{ isLeaf() method	WITHOUT_CLASSIFICATION	0.9999964924598403	WITHOUT_CLASSIFICATION	3.5075401595340733E-6	IMPLEMENTATION
}}}	WITHOUT_CLASSIFICATION	0.999976176020908	WITHOUT_CLASSIFICATION	2.3823979091890515E-5	IMPLEMENTATION
}}}	WITHOUT_CLASSIFICATION	0.999976176020908	WITHOUT_CLASSIFICATION	2.3823979091890515E-5	IMPLEMENTATION
}}}	WITHOUT_CLASSIFICATION	0.999976176020908	WITHOUT_CLASSIFICATION	2.3823979091890515E-5	IMPLEMENTATION
{{{ Private members	WITHOUT_CLASSIFICATION	0.9999967489794629	WITHOUT_CLASSIFICATION	3.2510205371439246E-6	IMPLEMENTATION
{{{ Instance variables	WITHOUT_CLASSIFICATION	0.9999948500558854	WITHOUT_CLASSIFICATION	5.149944114583066E-6	IMPLEMENTATION
}}}	WITHOUT_CLASSIFICATION	0.999976176020908	WITHOUT_CLASSIFICATION	2.3823979091890515E-5	IMPLEMENTATION
}}}	WITHOUT_CLASSIFICATION	0.999976176020908	WITHOUT_CLASSIFICATION	2.3823979091890515E-5	IMPLEMENTATION
}}}	WITHOUT_CLASSIFICATION	0.999976176020908	WITHOUT_CLASSIFICATION	2.3823979091890515E-5	IMPLEMENTATION
}}}	WITHOUT_CLASSIFICATION	0.999976176020908	WITHOUT_CLASSIFICATION	2.3823979091890515E-5	IMPLEMENTATION
}}}	WITHOUT_CLASSIFICATION	0.999976176020908	WITHOUT_CLASSIFICATION	2.3823979091890515E-5	IMPLEMENTATION
{{{ pushElement() method	WITHOUT_CLASSIFICATION	0.9999480510574754	WITHOUT_CLASSIFICATION	5.194894252453818E-5	IMPLEMENTATION
{{{ peekElement() method	WITHOUT_CLASSIFICATION	0.9999018890060508	WITHOUT_CLASSIFICATION	9.811099394919311E-5	IMPLEMENTATION
{{{ popElement() method	WITHOUT_CLASSIFICATION	0.9998234024913136	WITHOUT_CLASSIFICATION	1.7659750868630073E-4	IMPLEMENTATION
}}}	WITHOUT_CLASSIFICATION	0.999976176020908	WITHOUT_CLASSIFICATION	2.3823979091890515E-5	IMPLEMENTATION
}}}	WITHOUT_CLASSIFICATION	0.999976176020908	WITHOUT_CLASSIFICATION	2.3823979091890515E-5	IMPLEMENTATION
}}}	WITHOUT_CLASSIFICATION	0.999976176020908	WITHOUT_CLASSIFICATION	2.3823979091890515E-5	IMPLEMENTATION
{{{ getName() method	WITHOUT_CLASSIFICATION	0.9999959830017474	WITHOUT_CLASSIFICATION	4.016998252518658E-6	IMPLEMENTATION
{{{ getLabel() method	WITHOUT_CLASSIFICATION	0.9999968138290273	WITHOUT_CLASSIFICATION	3.186170972770262E-6	IMPLEMENTATION
{{{ OptionGroup constructor	WITHOUT_CLASSIFICATION	0.9999931133799032	WITHOUT_CLASSIFICATION	6.886620096921826E-6	IMPLEMENTATION
{{{ OptionGroup constructor	WITHOUT_CLASSIFICATION	0.9999931133799032	WITHOUT_CLASSIFICATION	6.886620096921826E-6	IMPLEMENTATION
{{{ addOptionGroup() method	WITHOUT_CLASSIFICATION	0.999975707014784	WITHOUT_CLASSIFICATION	2.4292985215905796E-5	IMPLEMENTATION
}}}	WITHOUT_CLASSIFICATION	0.999976176020908	WITHOUT_CLASSIFICATION	2.3823979091890515E-5	IMPLEMENTATION
}}}	WITHOUT_CLASSIFICATION	0.999976176020908	WITHOUT_CLASSIFICATION	2.3823979091890515E-5	IMPLEMENTATION
}}}	WITHOUT_CLASSIFICATION	0.999976176020908	WITHOUT_CLASSIFICATION	2.3823979091890515E-5	IMPLEMENTATION
{{{ Private members	WITHOUT_CLASSIFICATION	0.9999967489794629	WITHOUT_CLASSIFICATION	3.2510205371439246E-6	IMPLEMENTATION
{{{ addOptionPane() method	WITHOUT_CLASSIFICATION	0.9999494972550528	WITHOUT_CLASSIFICATION	5.050274494734107E-5	IMPLEMENTATION
{{{ addOptionPane() method	WITHOUT_CLASSIFICATION	0.9999494972550528	WITHOUT_CLASSIFICATION	5.050274494734107E-5	IMPLEMENTATION
{{{ getMembers() method	WITHOUT_CLASSIFICATION	0.9999398777720144	WITHOUT_CLASSIFICATION	6.0122227985447325E-5	IMPLEMENTATION
{{{ getMember() method	WITHOUT_CLASSIFICATION	0.999853901377142	WITHOUT_CLASSIFICATION	1.460986228580065E-4	IMPLEMENTATION
{{{ getMemberIndex() method	WITHOUT_CLASSIFICATION	0.999726991892188	WITHOUT_CLASSIFICATION	2.7300810781187346E-4	IMPLEMENTATION
{{{ getMemberCount() method	WITHOUT_CLASSIFICATION	0.9999694275881219	WITHOUT_CLASSIFICATION	3.057241187815707E-5	IMPLEMENTATION
{{{ setSort() method	WITHOUT_CLASSIFICATION	0.9999951726202745	WITHOUT_CLASSIFICATION	4.82737972554741E-6	IMPLEMENTATION
{{{ insertionSort() method	WITHOUT_CLASSIFICATION	0.9999516768967721	WITHOUT_CLASSIFICATION	4.8323103227868824E-5	IMPLEMENTATION
{{{ Private members	WITHOUT_CLASSIFICATION	0.9999967489794629	WITHOUT_CLASSIFICATION	3.2510205371439246E-6	IMPLEMENTATION
{{{ invoke() method	WITHOUT_CLASSIFICATION	0.9999939027021069	WITHOUT_CLASSIFICATION	6.097297893102791E-6	IMPLEMENTATION
{{{ getName() method	WITHOUT_CLASSIFICATION	0.9999959830017474	WITHOUT_CLASSIFICATION	4.016998252518658E-6	IMPLEMENTATION
{{{ getLabel() method	WITHOUT_CLASSIFICATION	0.9999968138290273	WITHOUT_CLASSIFICATION	3.186170972770262E-6	IMPLEMENTATION
{{{ removeFromBus() method	WITHOUT_CLASSIFICATION	0.9999654917901494	WITHOUT_CLASSIFICATION	3.450820985058205E-5	IMPLEMENTATION
{{{ addToBus() method	WITHOUT_CLASSIFICATION	0.9999517895760792	WITHOUT_CLASSIFICATION	4.821042392069901E-5	IMPLEMENTATION
{{{ getComponents() method	WITHOUT_CLASSIFICATION	0.9999900870514078	WITHOUT_CLASSIFICATION	9.91294859215937E-6	IMPLEMENTATION
{{{ send() method	WITHOUT_CLASSIFICATION	0.999987356908154	WITHOUT_CLASSIFICATION	1.2643091845961887E-5	IMPLEMENTATION
can't create new instances	WITHOUT_CLASSIFICATION	0.9999972738927118	WITHOUT_CLASSIFICATION	2.7261072882044244E-6	IMPLEMENTATION
{{{ EditAction constructor	WITHOUT_CLASSIFICATION	0.9999953053036105	WITHOUT_CLASSIFICATION	4.694696389510486E-6	IMPLEMENTATION
{{{ getMouseOverText() method	WITHOUT_CLASSIFICATION	0.9999881154671213	WITHOUT_CLASSIFICATION	1.1884532878837622E-5	IMPLEMENTATION
}}}	WITHOUT_CLASSIFICATION	0.999976176020908	WITHOUT_CLASSIFICATION	2.3823979091890515E-5	IMPLEMENTATION
}}}	WITHOUT_CLASSIFICATION	0.999976176020908	WITHOUT_CLASSIFICATION	2.3823979091890515E-5	IMPLEMENTATION
}}}	WITHOUT_CLASSIFICATION	0.999976176020908	WITHOUT_CLASSIFICATION	2.3823979091890515E-5	IMPLEMENTATION
{{{ getView() method	WITHOUT_CLASSIFICATION	0.9999810721937183	WITHOUT_CLASSIFICATION	1.8927806281600032E-5	IMPLEMENTATION
{{{ isToggle() method	WITHOUT_CLASSIFICATION	0.9999478505059072	WITHOUT_CLASSIFICATION	5.214949409273671E-5	IMPLEMENTATION
{{{ isSelected() method	WITHOUT_CLASSIFICATION	0.9999864122558021	WITHOUT_CLASSIFICATION	1.358774419792497E-5	IMPLEMENTATION
}}}	WITHOUT_CLASSIFICATION	0.999976176020908	WITHOUT_CLASSIFICATION	2.3823979091890515E-5	IMPLEMENTATION
}}}	WITHOUT_CLASSIFICATION	0.999976176020908	WITHOUT_CLASSIFICATION	2.3823979091890515E-5	IMPLEMENTATION
}}}	WITHOUT_CLASSIFICATION	0.999976176020908	WITHOUT_CLASSIFICATION	2.3823979091890515E-5	IMPLEMENTATION
{{{ getCode() method	WITHOUT_CLASSIFICATION	0.9999924185635214	WITHOUT_CLASSIFICATION	7.5814364786014395E-6	IMPLEMENTATION
{{{ noRepeat() method	WITHOUT_CLASSIFICATION	0.9999961645098616	WITHOUT_CLASSIFICATION	3.835490138328372E-6	IMPLEMENTATION
{{{ noRecord() method	WITHOUT_CLASSIFICATION	0.9999928999894967	WITHOUT_CLASSIFICATION	7.1000105033751774E-6	IMPLEMENTATION
{{{ noRememberLast() method	WITHOUT_CLASSIFICATION	0.9999871577329943	WITHOUT_CLASSIFICATION	1.284226700569465E-5	IMPLEMENTATION
}}}	WITHOUT_CLASSIFICATION	0.999976176020908	WITHOUT_CLASSIFICATION	2.3823979091890515E-5	IMPLEMENTATION
}}}	WITHOUT_CLASSIFICATION	0.999976176020908	WITHOUT_CLASSIFICATION	2.3823979091890515E-5	IMPLEMENTATION
}}}	WITHOUT_CLASSIFICATION	0.999976176020908	WITHOUT_CLASSIFICATION	2.3823979091890515E-5	IMPLEMENTATION
}}}	WITHOUT_CLASSIFICATION	0.999976176020908	WITHOUT_CLASSIFICATION	2.3823979091890515E-5	IMPLEMENTATION
{{{ Private members	WITHOUT_CLASSIFICATION	0.9999967489794629	WITHOUT_CLASSIFICATION	3.2510205371439246E-6	IMPLEMENTATION
{{{ Wrapper class	WITHOUT_CLASSIFICATION	0.9999998893852319	WITHOUT_CLASSIFICATION	1.10614768243103E-7	IMPLEMENTATION
{{{ setInterval() method	WITHOUT_CLASSIFICATION	0.9999953145962885	WITHOUT_CLASSIFICATION	4.685403711545771E-6	IMPLEMENTATION
{{{ stop() method	WITHOUT_CLASSIFICATION	0.9999862311191066	WITHOUT_CLASSIFICATION	1.3768880893412531E-5	IMPLEMENTATION
{{{ actionPerformed() method	WITHOUT_CLASSIFICATION	0.9999869679926985	WITHOUT_CLASSIFICATION	1.3032007301510367E-5	IMPLEMENTATION
might come in handy useful some time	WITHOUT_CLASSIFICATION	0.9999940658001144	WITHOUT_CLASSIFICATION	5.934199885650328E-6	IMPLEMENTATION
}}}	WITHOUT_CLASSIFICATION	0.999976176020908	WITHOUT_CLASSIFICATION	2.3823979091890515E-5	IMPLEMENTATION
