id,comment,sultan,everton
361,// those would fail because of the way BuildFileTest captures output,IMPLEMENTATION,WITHOUT_CLASSIFICATION
370,// tests one the file object,TEST,WITHOUT_CLASSIFICATION
372,// tests one the file object,TEST,WITHOUT_CLASSIFICATION
373,"// conversion to URL via FileUtils like in XMLResultAggregator, not as suggested in the bug report",IMPLEMENTATION,WITHOUT_CLASSIFICATION
376,"// conversion to URL via FileUtils like in XMLResultAggregator, not as suggested in the bug report",IMPLEMENTATION,WITHOUT_CLASSIFICATION
379,"// conversion to URL via FileUtils like in XMLResultAggregator, not as suggested in the bug report",IMPLEMENTATION,WITHOUT_CLASSIFICATION
388,// check that having no suite generates no errors,DESIGN,WITHOUT_CLASSIFICATION
389,// check that a suite generates no errors,DESIGN,WITHOUT_CLASSIFICATION
390,// check that an invalid suite generates an error.,DESIGN,WITHOUT_CLASSIFICATION
391,// check that something which is not a testcase generates no errors // at first even though this is incorrect.,DESIGN,WITHOUT_CLASSIFICATION
396,// check that an exception in the constructor is noticed,DESIGN,WITHOUT_CLASSIFICATION
403,// use the classloader that loaded this class otherwise // it will not be able to run inner classes if this test // is ran in non-forked mode.,TEST,WITHOUT_CLASSIFICATION
406,// dummy formatter just to catch the error,DESIGN,WITHOUT_CLASSIFICATION
414,"// redo the test, but the 2 include patterns are inverted",IMPLEMENTATION,WITHOUT_CLASSIFICATION
417,// provide public visibility,WITHOUT_CLASSIFICATION,DESIGN
448,// Count the number of empty strings,IMPLEMENTATION,WITHOUT_CLASSIFICATION
450,// ran Ant tests with -ea and this would fail spuriously,DEFECT,WITHOUT_CLASSIFICATION
454,"// """" should become a single empty argument, same for '' // PR 5906",WITHOUT_CLASSIFICATION,DESIGN
456,// now to the expected failures,IMPLEMENTATION,WITHOUT_CLASSIFICATION
465,// // These shenanigans are necessary b/c Norm Walsh's resolver // has a different idea of how file URLs are created on windoze // ie file://c:/foo instead of file:///c:/foo //,IMPLEMENTATION,WITHOUT_CLASSIFICATION
478,//check that dir and src are incompatible,IMPLEMENTATION,WITHOUT_CLASSIFICATION
479,//check that fullpath and prefix are incompatible,IMPLEMENTATION,WITHOUT_CLASSIFICATION
480,// check that reference zipfilesets cannot have specific attributes,IMPLEMENTATION,WITHOUT_CLASSIFICATION
481,// check that a reference zipfileset gets the same attributes as the original,IMPLEMENTATION,WITHOUT_CLASSIFICATION
486,"// try a multi-part netware-volume length path w/forward slash, see how it is handled",IMPLEMENTATION,WITHOUT_CLASSIFICATION
487,"// try a multi-part netware-volume length path with UNIX // separator (this testcase if from an actual bug that was // found, in AvailableTest, which uses PathTokenizer)",TEST,WITHOUT_CLASSIFICATION
491,"// dummy1 --> dummy2 --> dummy3 (with Path ""/a"")",DESIGN,WITHOUT_CLASSIFICATION
493,// dummy1 --> dummy2 --> dummy3 // (which has the Project's basedir as root).,DESIGN,WITHOUT_CLASSIFICATION
495,// This class acts as a custom Ant task also // and uses these variables/methods in that mode,IMPLEMENTATION,WITHOUT_CLASSIFICATION
497,// dummy1 --> dummy2 --> dummy3 --> dummy1,DESIGN,WITHOUT_CLASSIFICATION
498,// dummy1 --> dummy2 --> dummy3 // (which has the Project's basedir as root).,DESIGN,WITHOUT_CLASSIFICATION
500,//check that dir and src are incompatible,IMPLEMENTATION,WITHOUT_CLASSIFICATION
501,//check that dir and src are incompatible,IMPLEMENTATION,WITHOUT_CLASSIFICATION
502,//check that fullpath and prefix are incompatible,IMPLEMENTATION,WITHOUT_CLASSIFICATION
505,// dummy1 --> dummy2 --> dummy3 --> dummy1,DESIGN,WITHOUT_CLASSIFICATION
506,"// dummy1 --> dummy2 --> dummy3 // (which holds patterns ""include"" and ""exclude"")",DESIGN,WITHOUT_CLASSIFICATION
509,// Grant extra permissions to read and write the user.* properties and read to the // java.home property,IMPLEMENTATION,WITHOUT_CLASSIFICATION
511,"// Revoke permission to write user.home (granted above via user.*), still able to read though. // and the default granted permission to read os.name.",IMPLEMENTATION,WITHOUT_CLASSIFICATION
516,"/*
         * After changing CommandlineJava to search for the java
         * executable, I don't know, how to tests the value returned
         * here without using the same logic as applied in the class
         * itself.
         *
         * assertTrue(""no classpath"", ""java"", s[0]);
         */",IMPLEMENTATION,WITHOUT_CLASSIFICATION
518,// only the second iteration would pass because of PR 27218,IMPLEMENTATION,WITHOUT_CLASSIFICATION
519,// dummy1 --> dummy2 --> dummy3 --> dummy1,DESIGN,WITHOUT_CLASSIFICATION
523,// a --> b --> c --- def //               \-- ghi,IMPLEMENTATION,WITHOUT_CLASSIFICATION
526,"// // Ensure that an external entity resolves as expected with NO // XMLCatalog involvement: // // Transform an XML file that refers to the entity into a text // file, stuff result into property: val1 //",IMPLEMENTATION,WITHOUT_CLASSIFICATION
533,"// // Ensure that an external entity resolves as expected Using an // XMLCatalog: // // Transform an XML file that refers to the entity into a text // file, entity is listed in the XMLCatalog pointing to a // different file.  Stuff result into property: val2 //",IMPLEMENTATION,WITHOUT_CLASSIFICATION
541,// // Ensure that an external entity resolves as expected with NO // XMLCatalog involvement: // // Transform an XML file that contains a reference to a _second_ XML file // via the document() function.  The _second_ XML file refers to an entity. // Stuff result into the property: val3 //,IMPLEMENTATION,WITHOUT_CLASSIFICATION
549,// // Ensure that an external entity resolves as expected Using an // XMLCatalog: // // Transform an XML file that contains a reference to a _second_ XML file // via the document() function.  The _second_ XML file refers to an entity. // The entity is listed in the XMLCatalog pointing to a different file. // Stuff result into the property: val4 //,IMPLEMENTATION,WITHOUT_CLASSIFICATION
558,// The following will be used as types and tasks,DESIGN,WITHOUT_CLASSIFICATION
560,// this actually relies on the first manifest being found on // the classpath (probably rt.jar's) being valid,DESIGN,WITHOUT_CLASSIFICATION
562,// Test for path relative to project base directory,TEST,WITHOUT_CLASSIFICATION
574,// project reference is set in super.setUp(),IMPLEMENTATION,WITHOUT_CLASSIFICATION
576,"/* * /
    // for test only - ignore tests where we arent work at the moment
    public static junit.framework.Test suite() {
        junit.framework.TestSuite suite= new junit.framework.TestSuite();
        suite.addTest(new ModifiedSelectorTest(""testValidateWrongCache""));
        return suite;
    }
    /* */",TEST,WITHOUT_CLASSIFICATION
580,// must be empty according to the Mock* implementations,DESIGN,WITHOUT_CLASSIFICATION
581,// don't catch the JUnit exceptions,IMPLEMENTATION,WITHOUT_CLASSIFICATION
582,// no check for 1<=kind<=3 - only internal use therefore check it // while development,DESIGN,WITHOUT_CLASSIFICATION
587,// sorry - otherwise we will get a ClassCastException because the MockCache // is loaded by two different classloader ...,IMPLEMENTATION,DESIGN
589,"// get the cache, so we can check our things",IMPLEMENTATION,WITHOUT_CLASSIFICATION
591,// MockCache doesnt create a file - therefore no cleanup needed,IMPLEMENTATION,WITHOUT_CLASSIFICATION
594,// extract the algorithm name (and config) from the selectors output,IMPLEMENTATION,WITHOUT_CLASSIFICATION
595,// '<' and '>' are only used if the algorithm has properties,IMPLEMENTATION,WITHOUT_CLASSIFICATION
612,// must not be a directory,DESIGN,WITHOUT_CLASSIFICATION
614,// Assert !=null and equality,IMPLEMENTATION,WITHOUT_CLASSIFICATION
618,//not yet supported see note in selector,DOCUMENTATION,WITHOUT_CLASSIFICATION
627,"// // *****  First Run  ***** // the first call should get all files, because nothing is in // the cache //",DOCUMENTATION,WITHOUT_CLASSIFICATION
632,"// // *****  Second Run  ***** // the second call should get no files, because no content // has changed //",DOCUMENTATION,WITHOUT_CLASSIFICATION
637,// // *****  make some files dirty  ***** //,IMPLEMENTATION,WITHOUT_CLASSIFICATION
640,// these files are made dirty --> 3+4 with different content,DESIGN,WITHOUT_CLASSIFICATION
644,"// // *****  Third Run  ***** // third call should get only those files, which CONTENT changed // (no timestamp changes required!)",DOCUMENTATION,WITHOUT_CLASSIFICATION
648,// // *****  Check the result  ***** //,IMPLEMENTATION,WITHOUT_CLASSIFICATION
651,// Mark all files which should be selected as (T)rue and all others // as (F)alse. Directories are always selected so they always are // (T)rue.,IMPLEMENTATION,WITHOUT_CLASSIFICATION
654,// f2name shouldn't be selected: only timestamp has changed!,DESIGN,WITHOUT_CLASSIFICATION
660,// RuleBasedCollator not yet supported - see Selector:375 note,DOCUMENTATION,WITHOUT_CLASSIFICATION
661,"//s.addParam(createParam(""algorithm.provider"",""---"")); // i don't know any valid",IMPLEMENTATION,WITHOUT_CLASSIFICATION
685,// Make sure that the counts are the same,DESIGN,WITHOUT_CLASSIFICATION
687,// make sure that elapsed time in set via date works,DESIGN,WITHOUT_CLASSIFICATION
688,// make sure that elapsed time in ms works,DESIGN,WITHOUT_CLASSIFICATION
690,// should be new moon,IMPLEMENTATION,WITHOUT_CLASSIFICATION
692,// Try a silly case,IMPLEMENTATION,WITHOUT_CLASSIFICATION
693,// and a little longer,IMPLEMENTATION,WITHOUT_CLASSIFICATION
699,"// Windows adds the drive letter in uppercase, unless you run Cygwin",IMPLEMENTATION,WITHOUT_CLASSIFICATION
700,"/*
         * Sleep for some time to make sure a touched file would get a
         * more recent timestamp according to the file system's
         * granularity (should be > 2s to account for Windows FAT).
         */",IMPLEMENTATION,WITHOUT_CLASSIFICATION
702,"// in a previous version, the date of the file was set to 123456 // milliseconds since 01.01.1970 // it did not work on a computer running JDK 1.4.1_02 + Windows 2000",IMPLEMENTATION,WITHOUT_CLASSIFICATION
705,"/*
         * I would love to compare this with 123456, but depending on
         * the filesystems granularity it can take an arbitrary value.
         *
         * Just assert the time has changed.
         */",IMPLEMENTATION,WITHOUT_CLASSIFICATION
706,"/*
             * Start with simple absolute file names.
             */",DESIGN,WITHOUT_CLASSIFICATION
708,"/*
             * promised to eliminate consecutive slashes after drive letter.
             */",IMPLEMENTATION,WITHOUT_CLASSIFICATION
711,"/*
             * drive letters must be considered just normal filenames.
             */",DESIGN,WITHOUT_CLASSIFICATION
712,"/*
         * Now test some relative file name magic.
         */",TEST,WITHOUT_CLASSIFICATION
713,"/*
             * Start with simple absolute file names.
             */",DESIGN,WITHOUT_CLASSIFICATION
719,"/*
         * Now test some relative file name magic.
         */",TEST,WITHOUT_CLASSIFICATION
720,// Expected exception caught,DESIGN,WITHOUT_CLASSIFICATION
721,// Expected exception caught,DESIGN,WITHOUT_CLASSIFICATION
724,//preserve case on Cygwin when using 1.4 toURI:,IMPLEMENTATION,WITHOUT_CLASSIFICATION
730,//add some time. We assume no OS has a granularity this bad,IMPLEMENTATION,WITHOUT_CLASSIFICATION
731,"/*
        assertTrue(""same timestamp is up to date"",
                fu.isUpToDate(firstTime, firstTime));
                */",IMPLEMENTATION,WITHOUT_CLASSIFICATION
732,//check that older is up to date with a newer dest,DESIGN,WITHOUT_CLASSIFICATION
733,//check that older is up to date with a newer dest,DESIGN,WITHOUT_CLASSIFICATION
734,// This just tests that the function does not blow up,TEST,WITHOUT_CLASSIFICATION
736,// java.home is bogus,DESIGN,WITHOUT_CLASSIFICATION
737,// could still be OS/2,IMPLEMENTATION,WITHOUT_CLASSIFICATION
738,// make sure there are no issues concerning line separator interpretation // a line separator for regex (perl) is always a unix line (ie \n),IMPLEMENTATION,WITHOUT_CLASSIFICATION
761,"//throw new IllegalStateException(""Command unrecognized: "" //    + response);",IMPLEMENTATION,WITHOUT_CLASSIFICATION
781,"// CRC manually calculated, sorry // CRC // mode // link length // uid, gid",IMPLEMENTATION,WITHOUT_CLASSIFICATION
790,"// CRC manually calculated, sorry // CRC // mode // link length // uid, gid",IMPLEMENTATION,WITHOUT_CLASSIFICATION
803,"// bad CRC // mode // link // uid, gid",DESIGN,WITHOUT_CLASSIFICATION
807,"//if we got here, all was well",DESIGN,WITHOUT_CLASSIFICATION
808,// TODO Auto-generated constructor stub,DESIGN,IMPLEMENTATION
815,// shouldn't be possible,DESIGN,WITHOUT_CLASSIFICATION
819,// hide addTask for TaskContainers,DESIGN,WITHOUT_CLASSIFICATION
822,// Check if a create of this property is already present // add takes preference over create for CB purposes,IMPLEMENTATION,WITHOUT_CLASSIFICATION
833,// Element doesn't handle text content,DESIGN,WITHOUT_CLASSIFICATION
835,// Not whitespace - fail,IMPLEMENTATION,WITHOUT_CLASSIFICATION
836,// impossible as getMethods should only return public methods,DEFECT,WITHOUT_CLASSIFICATION
837,// impossible as getMethods should only return public methods,DEFECT,WITHOUT_CLASSIFICATION
838,// impossible as getMethods should only return public methods,DEFECT,WITHOUT_CLASSIFICATION
847,// Class doesn't have a String constructor but a decent factory method,IMPLEMENTATION,WITHOUT_CLASSIFICATION
1090,"// Should move to a separate public class - and have API to add // listeners, etc.",IMPLEMENTATION,DESIGN
1202,// report error if something weird happens...this is diagnostic.,IMPLEMENTATION,DESIGN
1294,// don't call super.close() because that reader is used // on other places ...,IMPLEMENTATION,DESIGN
1538,"// not sure whether this is clean, but this method is // declared not to throw exceptions.",IMPLEMENTATION,DESIGN
1592,// check first that it is not already loaded otherwise // consecutive runs seems to end into an OutOfMemoryError // or it fails when there is a native library to load // several times. // this is far from being perfect but should work // in most cases.,IMPLEMENTATION,DEFECT
2704,// TODO: allow user to request the system or no parent,DESIGN,IMPLEMENTATION
12933,"/**
     * Add logTargets to root logger
     * FIXME What's the clean way to add a LogTarget afterwards ?
     * @param logTargets LogTarget array
     */",DEFECT,DESIGN
12958,"// If invokee was provided, then clazz has been set up",IMPLEMENTATION,WITHOUT_CLASSIFICATION
34357,// MUST do this for background to show up.,IMPLEMENTATION,WITHOUT_CLASSIFICATION
42697,"//DMS Why not this? //new SubProgressMonitor(progressMonitor, 1));",IMPLEMENTATION,DESIGN
42720,"//DMS Why not this? //new SubProgressMonitor(progressMonitor, 1));",IMPLEMENTATION,DESIGN
43032,// EATM in JDK 1.4 there will be an indexOf on StringBuffer. //,DESIGN,DEFECT
43300,"// This runs the options, and shows progress. // (It appears to be a bad thing to fork this onto another thread.) //",DESIGN,IMPLEMENTATION
43855,"// we should be able to find the comma because the range for enum constants includes all preceding comments up to the previous constant // if TargetSourceRangeComputer of ASTRewrite changes, this logic should change to skip comments // see org.eclipse.emf.codegen.merge.java.facade.ast.CommentAwareSourceRangeComputer#getEnumConstantSourceRange(ASTNode)",DESIGN,IMPLEMENTATION
43861,"// if current char is comma, insert line break after it // // we should be able to find the comma because the range for enum constants includes all trailing comments up to the separator // if TargetSourceRangeComputer of ASTRewrite changes, this logic should change to skip comments // see org.eclipse.emf.codegen.merge.java.facade.ast.CommentAwareSourceRangeComputer#getEnumConstantSourceRange(ASTNode)",DESIGN,IMPLEMENTATION
51266,// Make sure it's okay. //,IMPLEMENTATION,WITHOUT_CLASSIFICATION
51352,// Do the work within an operation because this is a long running activity that modifies the workbench. //,DESIGN,WITHOUT_CLASSIFICATION
51360,// Refresh the necessary state. //,IMPLEMENTATION,WITHOUT_CLASSIFICATION
51362,// Something went wrong that shouldn't. //,DESIGN,WITHOUT_CLASSIFICATION
51388,// Check the type of the specified child object and return the proper feature to use for // adding (see {@link AddCommand}) it as a child.,IMPLEMENTATION,WITHOUT_CLASSIFICATION
51432,// Mark meta-data to indicate it can't be changed,IMPLEMENTATION,WITHOUT_CLASSIFICATION
51481,// I don't know if we should be run this deferred  // because we might have to give the editor a chance to process the viewer update events  // and hence to update the views first. //  //,IMPLEMENTATION,DESIGN
57878,"// Workaround for JDK bug 4071281, where system.in.available()  // returns too large a value. This bug has been fixed in JDK 1.2.",DEFECT,DESIGN
59062,// can't happen,IMPLEMENTATION,WITHOUT_CLASSIFICATION
59592,/* two plugins provide same class! */,WITHOUT_CLASSIFICATION,DEFECT
62519,"// file does not begin with UTF-8-Y // signature. reset stream, read as // UTF-8.",IMPLEMENTATION,WITHOUT_CLASSIFICATION
